positive  	UNI_food:1 UNI_excellent:1 UNI_every:1 UNI_chance:1 UNI_get:3 UNI_eat:1 UNI_early:1 UNI_always:1 UNI_crowded:1 BIGRAM_food_excellent:1 BIGRAM_excellent_every:1 BIGRAM_every_chance:1 BIGRAM_chance_get:1 BIGRAM_get_eat:1 BIGRAM_eat_get:1 BIGRAM_get_early:1 BIGRAM_early_always:1 BIGRAM_always_crowded:1 
negative  	UNI_vero:1 UNI_beach:1 UNI_lanmark:1 UNI_specializes:1 UNI_seafood:1 UNI_several:1 UNI_types:1 UNI_fish:1 UNI_offered:1 UNI_catch:1 UNI_day:1 UNI_prepared:1 UNI_couple:1 UNI_ways:1 UNI_meals:1 UNI_come:1 UNI_side:1 UNI_options:1 UNI_parfit:1 UNI_dessert:1 UNI_lunch:1 UNI_menu:1 UNI_offers:1 UNI_soup:1 UNI_combos:1 UNI_salads:1 UNI_sands:1 BIGRAM_vero_beach:1 BIGRAM_beach_lanmark:1 BIGRAM_lanmark_specializes:1 BIGRAM_specializes_seafood:1 BIGRAM_seafood_several:1 BIGRAM_several_types:1 BIGRAM_types_fish:1 BIGRAM_fish_offered:1 BIGRAM_offered_catch:1 BIGRAM_catch_day:1 BIGRAM_day_prepared:1 BIGRAM_prepared_couple:1 BIGRAM_couple_ways:1 BIGRAM_ways_meals:1 BIGRAM_meals_come:1 BIGRAM_come_side:1 BIGRAM_side_options:1 BIGRAM_options_parfit:1 BIGRAM_parfit_dessert:1 BIGRAM_dessert_lunch:1 BIGRAM_lunch_menu:1 BIGRAM_menu_offers:1 BIGRAM_offers_soup:1 BIGRAM_soup_combos:1 BIGRAM_combos_salads:1 BIGRAM_salads_sands:1 
negative  	UNI_third:3 UNI_attempt:3 UNI_restaurant:3 UNI_hopes:1 UNI_point:1 UNI_things:1 UNI_would:3 UNI_get:1 UNI_better:1 UNI_first:1 UNI_visit:1 UNI_waited:1 UNI_close:1 UNI_20:1 UNI_min:1 UNI_'s:1 UNI_server:3 UNI_ever:3 UNI_approached:1 UNI_table:3 UNI_walked:1 UNI_times:1 UNI_never:3 UNI_really:3 UNI_stopped:1 UNI_guess:3 UNI_thought:1 UNI_ignored:1 UNI_us:3 UNI_go:1 UNI_away:1 UNI_sparked:1 UNI_idea:1 UNI_creating:1 UNI_we8there.com:1 UNI_true:1 UNI_story:1 UNI_second:1 UNI_equally:1 UNI_frustrating:1 UNI_publicly:1 UNI_scolded:1 UNI_opening:1 UNI_window:3 UNI_let:1 UNI_fresh:1 UNI_air:1 UNI_come:3 UNI_back:3 UNI_check:3 UNI_progress:1 UNI_irony:1 UNI_left:1 UNI_tip:3 UNI_expected:1 UNI_leave:1 UNI_moment:1 UNI_entered:1 UNI_mention:1 UNI_scowl:1 UNI_greeters:1 UNI_face:1 UNI_say:1 UNI_want:1 UNI_final:3 UNI_straw:1 UNI_seated:3 UNI_next:3 UNI_station:3 UNI_closer:1 UNI_sitting:1 UNI_coffee:1 UNI_burners:1 UNI_busy:1 UNI_tables:3 UNI_available:1 UNI_asked:1 UNI_could:1 UNI_move:3 UNI_one:1 UNI_excellent:1 UNI_view:1 UNI_pacific:1 UNI_ocean:1 UNI_told:1 UNI_reserving:1 UNI_seats:1 UNI_parties:3 UNI_three:3 UNI_however:1 UNI_agreed:1 UNI_another:3 UNI_two:1 UNI_seat:1 UNI_problem:1 UNI_new:1 UNI_declined:1 UNI_make:1 UNI_matters:1 UNI_worse:1 UNI_watched:1 UNI_couples:1 UNI_arrived:1 UNI_sandpiper:3 UNI_promptly:1 UNI_reserved:1 UNI_failed:1 UNI_fact:1 UNI_received:1 UNI_almost:1 UNI_immediately:1 UNI_ordered:1 UNI_need:1 UNI_order:1 UNI_anything:1 UNI_else:1 UNI_menu:1 UNI_wondering:1 UNI_food:1 UNI_truth:1 UNI_matter:1 UNI_service:1 UNI_horrible:1 UNI_cares:1 UNI_vowed:1 UNI_eat:1 UNI_bar:1 UNI_grill:1 BIGRAM_third_attempt:1 BIGRAM_attempt_restaurant:1 BIGRAM_restaurant_hopes:1 BIGRAM_hopes_point:1 BIGRAM_point_things:1 BIGRAM_things_would:1 BIGRAM_would_get:1 BIGRAM_get_better:1 BIGRAM_better_first:1 BIGRAM_first_visit:1 BIGRAM_visit_waited:1 BIGRAM_waited_close:1 BIGRAM_close_20:1 BIGRAM_20_min:1 BIGRAM_min_'s:1 BIGRAM_'s_server:1 BIGRAM_server_ever:1 BIGRAM_ever_approached:1 BIGRAM_approached_table:1 BIGRAM_table_walked:1 BIGRAM_walked_times:1 BIGRAM_times_never:1 BIGRAM_never_really:1 BIGRAM_really_stopped:1 BIGRAM_stopped_guess:1 BIGRAM_guess_thought:1 BIGRAM_thought_ignored:1 BIGRAM_ignored_us:1 BIGRAM_us_would:1 BIGRAM_would_go:1 BIGRAM_go_away:1 BIGRAM_away_restaurant:1 BIGRAM_restaurant_sparked:1 BIGRAM_sparked_idea:1 BIGRAM_idea_creating:1 BIGRAM_creating_we8there.com:1 BIGRAM_we8there.com_true:1 BIGRAM_true_story:1 BIGRAM_story_second:1 BIGRAM_second_attempt:1 BIGRAM_attempt_equally:1 BIGRAM_equally_frustrating:1 BIGRAM_frustrating_publicly:1 BIGRAM_publicly_scolded:1 BIGRAM_scolded_opening:1 BIGRAM_opening_window:1 BIGRAM_window_let:1 BIGRAM_let_fresh:1 BIGRAM_fresh_air:1 BIGRAM_air_table:1 BIGRAM_table_server:1 BIGRAM_server_come:1 BIGRAM_come_back:3 BIGRAM_back_check:3 BIGRAM_check_progress:1 BIGRAM_progress_irony:1 BIGRAM_irony_left:1 BIGRAM_left_tip:1 BIGRAM_tip_expected:1 BIGRAM_expected_us:1 BIGRAM_us_leave:1 BIGRAM_leave_tip:1 BIGRAM_tip_moment:1 BIGRAM_moment_entered:1 BIGRAM_entered_restaurant:1 BIGRAM_restaurant_mention:1 BIGRAM_mention_scowl:1 BIGRAM_scowl_greeters:1 BIGRAM_greeters_face:1 BIGRAM_face_say:1 BIGRAM_say_want:1 BIGRAM_want_third:1 BIGRAM_third_final:1 BIGRAM_final_attempt:1 BIGRAM_attempt_final:1 BIGRAM_final_straw:1 BIGRAM_straw_seated:1 BIGRAM_seated_next:1 BIGRAM_next_server:1 BIGRAM_server_station:3 BIGRAM_station_closer:1 BIGRAM_closer_would:1 BIGRAM_would_sitting:1 BIGRAM_sitting_coffee:1 BIGRAM_coffee_burners:1 BIGRAM_burners_restaurant:1 BIGRAM_restaurant_busy:1 BIGRAM_busy_tables:1 BIGRAM_tables_available:1 BIGRAM_available_asked:1 BIGRAM_asked_server:1 BIGRAM_server_could:1 BIGRAM_could_move:1 BIGRAM_move_one:1 BIGRAM_one_tables:1 BIGRAM_tables_next:1 BIGRAM_next_window:1 BIGRAM_window_excellent:1 BIGRAM_excellent_view:1 BIGRAM_view_pacific:1 BIGRAM_pacific_ocean:1 BIGRAM_ocean_told:1 BIGRAM_told_us:1 BIGRAM_us_reserving:1 BIGRAM_reserving_seats:1 BIGRAM_seats_parties:1 BIGRAM_parties_three:3 BIGRAM_three_however:1 BIGRAM_however_agreed:1 BIGRAM_agreed_move:1 BIGRAM_move_us:1 BIGRAM_us_another:1 BIGRAM_another_two:1 BIGRAM_two_seat:1 BIGRAM_seat_table:1 BIGRAM_table_problem:1 BIGRAM_problem_new:1 BIGRAM_new_table:1 BIGRAM_table_next:1 BIGRAM_next_another:1 BIGRAM_another_server:1 BIGRAM_station_declined:1 BIGRAM_declined_make:1 BIGRAM_make_matters:1 BIGRAM_matters_worse:1 BIGRAM_worse_watched:1 BIGRAM_watched_three:1 BIGRAM_three_couples:1 BIGRAM_couples_arrived:1 BIGRAM_arrived_sandpiper:1 BIGRAM_sandpiper_promptly:1 BIGRAM_promptly_seated:1 BIGRAM_seated_table:1 BIGRAM_table_reserved:1 BIGRAM_reserved_parties:1 BIGRAM_three_server:1 BIGRAM_server_failed:1 BIGRAM_failed_come:1 BIGRAM_check_us:1 BIGRAM_us_fact:1 BIGRAM_fact_received:1 BIGRAM_received_check:1 BIGRAM_check_almost:1 BIGRAM_almost_immediately:1 BIGRAM_immediately_ordered:1 BIGRAM_ordered_need:1 BIGRAM_need_order:1 BIGRAM_order_anything:1 BIGRAM_anything_else:1 BIGRAM_else_menu:1 BIGRAM_menu_guess:1 BIGRAM_guess_wondering:1 BIGRAM_wondering_food:1 BIGRAM_food_truth:1 BIGRAM_truth_really:1 BIGRAM_really_matter:1 BIGRAM_matter_service:1 BIGRAM_service_horrible:1 BIGRAM_horrible_cares:1 BIGRAM_cares_vowed:1 BIGRAM_vowed_never:1 BIGRAM_never_eat:1 BIGRAM_eat_sandpiper:1 BIGRAM_sandpiper_restaurant:1 BIGRAM_restaurant_bar:1 BIGRAM_bar_grill:1 BIGRAM_grill_ever:1 
negative  	UNI_went:1 UNI_lunch:1 UNI_wife:1 UNI_two:1 UNI_young:1 UNI_children:1 UNI_rainy:1 UNI_day:1 UNI_seated:1 UNI_table:3 UNI_water:3 UNI_view:1 UNI_sat:1 UNI_ceiling:3 UNI_began:1 UNI_leaking:1 UNI_waitress:1 UNI_apologetic:1 UNI_moved:1 UNI_us:1 UNI_drier:1 UNI_seat:1 UNI_computer:3 UNI_station:1 UNI_family:1 UNI_overheard:1 UNI_nonstop:1 UNI_gossip:1 UNI_waitresses:1 UNI_rain:1 UNI_building:3 UNI_ongoing:1 UNI_complaint:1 UNI_apparently:1 UNI_comes:1 UNI_also:1 UNI_saturates:1 UNI_rug:1 UNI_back:1 UNI_door:1 UNI_two-year-old:1 UNI_son:1 UNI_tripped:1 UNI_wet:1 UNI_spot:1 UNI_soaked:1 UNI_knees:1 UNI_hands:1 UNI_pricey:1 UNI_menu:1 UNI_would:1 UNI_think:1 UNI_management:1 UNI_could:1 UNI_afford:1 UNI_maintenance:1 BIGRAM_went_lunch:1 BIGRAM_lunch_wife:1 BIGRAM_wife_two:1 BIGRAM_two_young:1 BIGRAM_young_children:1 BIGRAM_children_rainy:1 BIGRAM_rainy_day:1 BIGRAM_day_seated:1 BIGRAM_seated_table:1 BIGRAM_table_water:1 BIGRAM_water_view:1 BIGRAM_view_sat:1 BIGRAM_sat_ceiling:1 BIGRAM_ceiling_began:1 BIGRAM_began_leaking:1 BIGRAM_leaking_table:1 BIGRAM_table_waitress:1 BIGRAM_waitress_apologetic:1 BIGRAM_apologetic_moved:1 BIGRAM_moved_us:1 BIGRAM_us_drier:1 BIGRAM_drier_seat:1 BIGRAM_seat_computer:1 BIGRAM_computer_station:1 BIGRAM_station_family:1 BIGRAM_family_overheard:1 BIGRAM_overheard_nonstop:1 BIGRAM_nonstop_gossip:1 BIGRAM_gossip_waitresses:1 BIGRAM_waitresses_computer:1 BIGRAM_computer_rain:1 BIGRAM_rain_building:1 BIGRAM_building_ongoing:1 BIGRAM_ongoing_complaint:1 BIGRAM_complaint_apparently:1 BIGRAM_apparently_water:1 BIGRAM_water_comes:1 BIGRAM_comes_ceiling:1 BIGRAM_ceiling_also:1 BIGRAM_also_saturates:1 BIGRAM_saturates_rug:1 BIGRAM_rug_back:1 BIGRAM_back_door:1 BIGRAM_door_two-year-old:1 BIGRAM_two-year-old_son:1 BIGRAM_son_tripped:1 BIGRAM_tripped_wet:1 BIGRAM_wet_spot:1 BIGRAM_spot_soaked:1 BIGRAM_soaked_knees:1 BIGRAM_knees_hands:1 BIGRAM_hands_pricey:1 BIGRAM_pricey_menu:1 BIGRAM_menu_would:1 BIGRAM_would_think:1 BIGRAM_think_management:1 BIGRAM_management_could:1 BIGRAM_could_afford:1 BIGRAM_afford_maintenance:1 BIGRAM_maintenance_building:1 
negative  	UNI_sure:1 UNI_place:3 UNI_highly:1 UNI_rated:1 UNI_stumbled:1 UNI_eastern:1 UNI_market:1 UNI_regretted:1 UNI_almost:1 UNI_immediately:1 UNI_food:1 UNI_mediocre:1 UNI_service:1 UNI_terrible:1 UNI_hostesses:1 UNI_stood:1 UNI_around:1 UNI_gossiping:1 UNI_5:1 UNI_minutes:1 UNI_noticing:1 UNI_waiting:1 UNI_seating:1 UNI_us:1 UNI_waited:1 UNI_forever:1 UNI_get:3 UNI_check:1 UNI_receipt:1 UNI_sign:1 UNI_worst:1 UNI_extremely:1 UNI_overpriced:1 UNI_8:1 UNI_small:1 UNI_serving:1 UNI_so-so:1 UNI_pancakes:1 UNI_n't:1 UNI_come:1 UNI_anything:1 UNI_please:1 BIGRAM_sure_place:1 BIGRAM_place_highly:1 BIGRAM_highly_rated:1 BIGRAM_rated_stumbled:1 BIGRAM_stumbled_eastern:1 BIGRAM_eastern_market:1 BIGRAM_market_regretted:1 BIGRAM_regretted_almost:1 BIGRAM_almost_immediately:1 BIGRAM_immediately_food:1 BIGRAM_food_mediocre:1 BIGRAM_mediocre_service:1 BIGRAM_service_terrible:1 BIGRAM_terrible_hostesses:1 BIGRAM_hostesses_stood:1 BIGRAM_stood_around:1 BIGRAM_around_gossiping:1 BIGRAM_gossiping_5:1 BIGRAM_5_minutes:1 BIGRAM_minutes_noticing:1 BIGRAM_noticing_waiting:1 BIGRAM_waiting_seating:1 BIGRAM_seating_us:1 BIGRAM_us_waited:1 BIGRAM_waited_forever:1 BIGRAM_forever_get:1 BIGRAM_get_check:1 BIGRAM_check_get:1 BIGRAM_get_receipt:1 BIGRAM_receipt_sign:1 BIGRAM_sign_worst:1 BIGRAM_worst_place:1 BIGRAM_place_extremely:1 BIGRAM_extremely_overpriced:1 BIGRAM_overpriced_8:1 BIGRAM_8_small:1 BIGRAM_small_serving:1 BIGRAM_serving_so-so:1 BIGRAM_so-so_pancakes:1 BIGRAM_pancakes_n't:1 BIGRAM_n't_come:1 BIGRAM_come_anything:1 BIGRAM_anything_please:1 
negative  	UNI_'s:1 UNI_ok:1 UNI_food:1 UNI_n't:1 UNI_think:1 UNI_anything:1 UNI_special:1 UNI_restaurant:3 UNI_little:3 UNI_decore:1 UNI_cheap:1 UNI_decor:1 BIGRAM_'s_ok:1 BIGRAM_ok_food:1 BIGRAM_food_n't:1 BIGRAM_n't_think:1 BIGRAM_think_anything:1 BIGRAM_anything_special:1 BIGRAM_special_restaurant:1 BIGRAM_restaurant_little:3 BIGRAM_little_decore:1 BIGRAM_decore_restaurant:1 BIGRAM_little_cheap:1 BIGRAM_cheap_decor:1 
negative  	UNI_visit:1 UNI_many:1 UNI_todai:3 UNI_'s:3 UNI_buffet:1 UNI_included:1 UNI_san:1 UNI_jose:1 UNI_pleaston:1 UNI_beverley:1 UNI_hill:1 UNI_hong:3 UNI_daly:1 UNI_city:1 UNI_one:1 UNI_disappointed:1 UNI_enough:1 UNI_food:3 UNI_choose:1 UNI_compared:1 UNI_lines:1 UNI_always:1 UNI_long:1 UNI_need:1 UNI_wait:1 UNI_10-15mins:1 UNI_get:1 UNI_wanted:1 BIGRAM_visit_many:1 BIGRAM_many_todai:1 BIGRAM_todai_'s:3 BIGRAM_'s_buffet:1 BIGRAM_buffet_included:1 BIGRAM_included_san:1 BIGRAM_san_jose:1 BIGRAM_jose_pleaston:1 BIGRAM_pleaston_beverley:1 BIGRAM_beverley_hill:1 BIGRAM_hill_hong:1 BIGRAM_hong_hong:1 BIGRAM_hong_daly:1 BIGRAM_daly_city:1 BIGRAM_city_one:1 BIGRAM_one_disappointed:1 BIGRAM_disappointed_enough:1 BIGRAM_enough_food:1 BIGRAM_food_choose:1 BIGRAM_choose_compared:1 BIGRAM_compared_todai:1 BIGRAM_'s_lines:1 BIGRAM_lines_always:1 BIGRAM_always_long:1 BIGRAM_long_need:1 BIGRAM_need_wait:1 BIGRAM_wait_10-15mins:1 BIGRAM_10-15mins_get:1 BIGRAM_get_food:1 BIGRAM_food_wanted:1 
negative  	UNI_terrible:3 UNI_dining:1 UNI_experience:1 UNI_sole:3 UNI_portions:1 UNI_extremely:1 UNI_tiny:1 UNI_service:3 UNI_bread:3 UNI_server:1 UNI_serve:3 UNI_every:1 UNI_table:3 UNI_even:1 UNI_asked:3 UNI_twice:1 UNI_sun-dried:1 UNI_tomato:1 UNI_paste:1 UNI_go:1 UNI_used:1 UNI_another:3 UNI_group:1 UNI_'s:3 UNI_given:1 UNI_us:3 UNI_butter:1 UNI_never:1 UNI_got:3 UNI_dessert:3 UNI_menu:1 UNI_thrown:1 UNI_face:1 UNI_took:3 UNI_twenty:3 UNI_minutes:3 UNI_finally:3 UNI_arrived:1 UNI_check:1 UNI_approached:1 UNI_manager:3 UNI_situation:3 UNI_screamed:1 UNI_telling:1 UNI_believe:3 UNI_tell:1 UNI_food:1 UNI_bad:3 UNI_n't:3 UNI_hostess:1 UNI_threw:1 UNI_menus:1 UNI_professional:1 UNI_650:1 UNI_people:3 UNI_time:1 UNI_wanted:1 UNI_alert:1 UNI_want:1 UNI_hear:1 UNI_left:1 UNI_restaurant:1 UNI_noticed:1 UNI_five:1 UNI_waiting:1 UNI_get:1 UNI_place:1 UNI_clearly:1 UNI_worthy:1 UNI_business:1 UNI_would:1 UNI_patronize:1 UNI_ever:1 BIGRAM_terrible_dining:1 BIGRAM_dining_experience:1 BIGRAM_experience_sole:1 BIGRAM_sole_portions:1 BIGRAM_portions_extremely:1 BIGRAM_extremely_tiny:1 BIGRAM_tiny_service:1 BIGRAM_service_terrible:1 BIGRAM_terrible_bread:1 BIGRAM_bread_server:1 BIGRAM_server_serve:1 BIGRAM_serve_bread:3 BIGRAM_bread_every:1 BIGRAM_every_table:1 BIGRAM_table_even:1 BIGRAM_even_asked:1 BIGRAM_asked_serve:1 BIGRAM_bread_asked:1 BIGRAM_asked_twice:1 BIGRAM_twice_sun-dried:1 BIGRAM_sun-dried_tomato:1 BIGRAM_tomato_paste:1 BIGRAM_paste_go:1 BIGRAM_go_bread:1 BIGRAM_bread_used:1 BIGRAM_used_another:1 BIGRAM_another_group:1 BIGRAM_group_'s:1 BIGRAM_'s_table:1 BIGRAM_table_given:1 BIGRAM_given_us:1 BIGRAM_us_asked:1 BIGRAM_asked_butter:1 BIGRAM_butter_never:1 BIGRAM_never_got:1 BIGRAM_got_dessert:1 BIGRAM_dessert_menu:1 BIGRAM_menu_thrown:1 BIGRAM_thrown_face:1 BIGRAM_face_took:1 BIGRAM_took_twenty:1 BIGRAM_twenty_minutes:3 BIGRAM_minutes_dessert:1 BIGRAM_dessert_finally:1 BIGRAM_finally_arrived:1 BIGRAM_arrived_finally:1 BIGRAM_finally_took:1 BIGRAM_took_another:1 BIGRAM_another_twenty:1 BIGRAM_minutes_got:1 BIGRAM_got_check:1 BIGRAM_check_approached:1 BIGRAM_approached_sole:1 BIGRAM_sole_'s:1 BIGRAM_'s_manager:1 BIGRAM_manager_situation:3 BIGRAM_situation_screamed:1 BIGRAM_screamed_us:1 BIGRAM_us_telling:1 BIGRAM_telling_us:1 BIGRAM_us_believe:1 BIGRAM_believe_tell:1 BIGRAM_tell_food:1 BIGRAM_food_bad:1 BIGRAM_bad_service:1 BIGRAM_service_bad:1 BIGRAM_bad_n't:1 BIGRAM_n't_believe:1 BIGRAM_believe_hostess:1 BIGRAM_hostess_threw:1 BIGRAM_threw_menus:1 BIGRAM_menus_professional:1 BIGRAM_professional_650:1 BIGRAM_650_people:1 BIGRAM_people_serve:1 BIGRAM_serve_n't:1 BIGRAM_n't_time:1 BIGRAM_time_wanted:1 BIGRAM_wanted_alert:1 BIGRAM_alert_manager:1 BIGRAM_situation_want:1 BIGRAM_want_hear:1 BIGRAM_hear_left:1 BIGRAM_left_restaurant:1 BIGRAM_restaurant_noticed:1 BIGRAM_noticed_five:1 BIGRAM_five_people:1 BIGRAM_people_waiting:1 BIGRAM_waiting_get:1 BIGRAM_get_place:1 BIGRAM_place_clearly:1 BIGRAM_clearly_sole:1 BIGRAM_sole_worthy:1 BIGRAM_worthy_business:1 BIGRAM_business_would:1 BIGRAM_would_patronize:1 BIGRAM_patronize_ever:1 
negative  	UNI_pretty:1 UNI_basic:1 UNI_greek:3 UNI_place:3 UNI_serve:1 UNI_gyros:1 UNI_places:1 UNI_also:1 UNI_regular:1 UNI_american:1 UNI_fare:1 UNI_..italian:1 UNI_beef:1 UNI_hamburgers:1 UNI_hot:1 UNI_dogs:1 UNI_french:1 UNI_fries:1 UNI_etc:1 UNI_service:1 UNI_really:1 UNI_quick:3 UNI_along:1 UNI_decent:1 UNI_food:1 UNI_makes:1 UNI_add:1 UNI_lunch:1 UNI_spots:1 BIGRAM_pretty_basic:1 BIGRAM_basic_greek:1 BIGRAM_greek_place:1 BIGRAM_place_serve:1 BIGRAM_serve_gyros:1 BIGRAM_gyros_greek:1 BIGRAM_greek_places:1 BIGRAM_places_also:1 BIGRAM_also_regular:1 BIGRAM_regular_american:1 BIGRAM_american_fare:1 BIGRAM_fare_..italian:1 BIGRAM_..italian_beef:1 BIGRAM_beef_hamburgers:1 BIGRAM_hamburgers_hot:1 BIGRAM_hot_dogs:1 BIGRAM_dogs_french:1 BIGRAM_french_fries:1 BIGRAM_fries_etc:1 BIGRAM_etc_service:1 BIGRAM_service_really:1 BIGRAM_really_quick:1 BIGRAM_quick_along:1 BIGRAM_along_decent:1 BIGRAM_decent_food:1 BIGRAM_food_makes:1 BIGRAM_makes_place:1 BIGRAM_place_add:1 BIGRAM_add_quick:1 BIGRAM_quick_lunch:1 BIGRAM_lunch_spots:1 
negative  	UNI_tonno:1 UNI_rosso:1 UNI_beautiful:1 UNI_view:1 UNI_bay:1 UNI_'s:1 UNI_good:1 UNI_part:1 UNI_ends:1 UNI_prices:1 UNI_high:1 UNI_ho-hum:1 UNI_appetizers:1 UNI_bland:1 UNI_fish:1 UNI_side:1 UNI_dishes:1 UNI_over-salted:1 UNI_lacking:1 UNI_flavor:1 BIGRAM_tonno_rosso:1 BIGRAM_rosso_beautiful:1 BIGRAM_beautiful_view:1 BIGRAM_view_bay:1 BIGRAM_bay_'s:1 BIGRAM_'s_good:1 BIGRAM_good_part:1 BIGRAM_part_ends:1 BIGRAM_ends_prices:1 BIGRAM_prices_high:1 BIGRAM_high_ho-hum:1 BIGRAM_ho-hum_appetizers:1 BIGRAM_appetizers_bland:1 BIGRAM_bland_fish:1 BIGRAM_fish_side:1 BIGRAM_side_dishes:1 BIGRAM_dishes_over-salted:1 BIGRAM_over-salted_lacking:1 BIGRAM_lacking_flavor:1 
negative  	UNI_ordered:1 UNI_grilled:1 UNI_prawns:3 UNI_lunch:3 UNI_arrived:3 UNI_stench:1 UNI_overpowering:1 UNI_nearly:1 UNI_knocked:1 UNI_people:1 UNI_table:3 UNI_next:1 UNI_us:1 UNI_commenting:1 UNI_surprised:1 UNI_would:3 UNI_even:3 UNI_willing:1 UNI_try:1 UNI_one:3 UNI_bite:1 UNI_taste:1 UNI_inedible-:1 UNI_smell:3 UNI_fishy:1 UNI_offensive:1 UNI_odor:1 UNI_hung:1 UNI_air:1 UNI_discreetly:1 UNI_explained:1 UNI_server:1 UNI_personality:1 UNI_wet:1 UNI_mop:1 UNI_unable:1 UNI_eat:1 UNI_wordlessly:1 UNI_marched:1 UNI_huff:1 UNI_plate:1 UNI_two:1 UNI_minutes:1 UNI_later:1 UNI_man:3 UNI_offending:1 UNI_hand:1 UNI_informed:1 UNI_loudly:1 UNI_nothing:1 UNI_wrong:1 UNI_tasted:1 UNI_pointed:1 UNI_still:1 UNI_pay:3 UNI_disappeared:1 UNI_immediately:1 UNI_without:1 UNI_identifying:1 UNI_giving:1 UNI_chance:1 UNI_speak:1 UNI_bill:1 UNI_asked:1 UNI_see:1 UNI_manager:1 UNI_combative:1 UNI_appeared:1 UNI_back:1 UNI_argued:1 UNI_told:1 UNI_meal:1 UNI_though:1 UNI_'d:1 BIGRAM_ordered_grilled:1 BIGRAM_grilled_prawns:1 BIGRAM_prawns_lunch:1 BIGRAM_lunch_arrived:1 BIGRAM_arrived_stench:1 BIGRAM_stench_overpowering:1 BIGRAM_overpowering_nearly:1 BIGRAM_nearly_knocked:1 BIGRAM_knocked_people:1 BIGRAM_people_table:1 BIGRAM_table_next:1 BIGRAM_next_us:1 BIGRAM_us_commenting:1 BIGRAM_commenting_surprised:1 BIGRAM_surprised_would:1 BIGRAM_would_even:1 BIGRAM_even_willing:1 BIGRAM_willing_try:1 BIGRAM_try_one:1 BIGRAM_one_bite:1 BIGRAM_bite_one:1 BIGRAM_one_taste:1 BIGRAM_taste_inedible-:1 BIGRAM_inedible-_smell:1 BIGRAM_smell_fishy:1 BIGRAM_fishy_offensive:1 BIGRAM_offensive_odor:1 BIGRAM_odor_hung:1 BIGRAM_hung_air:1 BIGRAM_air_discreetly:1 BIGRAM_discreetly_explained:1 BIGRAM_explained_server:1 BIGRAM_server_personality:1 BIGRAM_personality_wet:1 BIGRAM_wet_mop:1 BIGRAM_mop_unable:1 BIGRAM_unable_eat:1 BIGRAM_eat_smell:1 BIGRAM_smell_wordlessly:1 BIGRAM_wordlessly_marched:1 BIGRAM_marched_huff:1 BIGRAM_huff_plate:1 BIGRAM_plate_two:1 BIGRAM_two_minutes:1 BIGRAM_minutes_later:1 BIGRAM_later_man:1 BIGRAM_man_arrived:1 BIGRAM_arrived_table:1 BIGRAM_table_offending:1 BIGRAM_offending_prawns:1 BIGRAM_prawns_hand:1 BIGRAM_hand_informed:1 BIGRAM_informed_loudly:1 BIGRAM_loudly_nothing:1 BIGRAM_nothing_wrong:1 BIGRAM_wrong_prawns:1 BIGRAM_prawns_tasted:1 BIGRAM_tasted_pointed:1 BIGRAM_pointed_would:1 BIGRAM_would_still:1 BIGRAM_still_pay:1 BIGRAM_pay_disappeared:1 BIGRAM_disappeared_immediately:1 BIGRAM_immediately_without:1 BIGRAM_without_even:1 BIGRAM_even_identifying:1 BIGRAM_identifying_giving:1 BIGRAM_giving_chance:1 BIGRAM_chance_speak:1 BIGRAM_speak_bill:1 BIGRAM_bill_arrived:1 BIGRAM_arrived_asked:1 BIGRAM_asked_see:1 BIGRAM_see_manager:1 BIGRAM_manager_combative:1 BIGRAM_combative_man:1 BIGRAM_man_appeared:1 BIGRAM_appeared_back:1 BIGRAM_back_table:1 BIGRAM_table_argued:1 BIGRAM_argued_told:1 BIGRAM_told_pay:1 BIGRAM_pay_meal:1 BIGRAM_meal_even:1 BIGRAM_even_though:1 BIGRAM_though_'d:1 BIGRAM_'d_lunch:1 
